uniq_id,product_name,product_category_tree,pid,retail_price,discounted_price,discount,description,overall_rating,brand,product_specifications,percentage_discount
20c5be2abcd74be04a2584c895cec340,foot candy women heels,"['footwear', ""women's footwear"", 'heels']",sndeeftggbdeg7ar,1599.0,799.0,50.03,flipkart.com: buy foot candy women heels only for rs. 799 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,unbranded,ideal for: women occasion: party color: green type: heels outer material: synthetic sole material: pu heel height: 3 inch,50.03126954346466
6c9949a1ca73a940778bac9f2beeef58,kiara jewellery kir0344 silver cubic zirconia rhodium ring,"['jewellery', 'rings']",rngdx7wa9y5qgvhh,3467.0,1733.0,50.01,kiara jewellery kir0344 silver cubic zirconia rhodium ring - buy kiara jewellery kir0344 silver cubic zirconia rhodium ring only for rs. 1733 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,kiara jewellery,"sales package: 1 ring, warranty card pack of: 1 brand: kiara jewellery model name: kir0344 model number: kir0344 type: ring color: white precious/artificial jewellery: precious jewellery ideal for: women, girls collection: contemporary occasion: everyday, wedding and engagement base material: silver gemstone: cubic zirconia number of gemstones: 25 finish: glossy plating: rhodium ring size: 12 silver purity: s 925 silver color: white silver weight: 2.5 g metal purity: silver 925 metal color: white natural/synthetic semi-precious stone: synthetic semi-precious stone semi-precious stone type: cubic zircon semi-precious stone shape: round weight: 2.5 g",50.0144216902221
1267e34b120cde4293237bee35975ff9,c&s shopping gallery women's leggings,"['clothing', ""women's clothing"", 'ethnic wear', 'ethnic bottoms', 'leggings & churidars', 'leggings & jeggings', 'c&s shopping gallery leggings & jeggings']",ljged28uytzqgqqg,1199.0,499.0,58.38,"c&s shopping gallery women's leggings - buy green, red, red c&s shopping gallery women's leggings for only rs. 1199 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com",no rating available,unbranded,ideal for: women's occasion: casual pattern: solid type: leggings fabric: cotton lycra number of contents in sales package: pack of 3,58.381984987489574
877b59a64f4b2288425931c884f607aa,riva carpets cotton free bath mat classic shag bathmat-ri-04,"['home furnishing', 'bath linen', 'bath mats']",mateb88tf9euthyr,1899.0,1899.0,0.0,"riva carpets cotton free bath mat classic shag bathmat-ri-04 (white)
                         price: rs. 1,899
				
			our signature classic bath rugs are the softest and plushiest you’ll find. candle wick low twist superior cotton yarn absorbs water quickly.
comes with rubber backing to keep the rug in place. this classic collection range available in cut and loop pile is our most admired bestselling range in india for years now.
our signature classic bath rugs are the softest and plushiest you’ll find. candle wick low twist superior cotton yarn absorbs water quickly.
comes with rubber backing to keep the rug in place. this classic collection range available in cut and loop pile is our most admired bestselling range in india for years now.",no rating available,riva carpets,number of contents in sales package: 2 brand: riva carpets color: white type: bath size: free model name: classic shag bathmat-ri-04 model id: ri-04-x material: cotton width: 19 inch / 50 cm length: 29 inch / 76 cm,0.0
81e739c7f3be737152f2e6f520e3494b,riva carpets cotton free bath mat classic loop shag bathmat_ri-527,"['home furnishing', 'bath linen', 'bath mats']",mateb88tyrssx8sh,1799.0,1799.0,0.0,buy riva carpets cotton free bath mat classic loop shag bathmat_ri-527 at rs. 1799 at flipkart.com. only genuine products. free shipping. cash on delivery!,no rating available,riva carpets,number of contents in sales package: 2 brand: riva carpets color: beige type: bath size: free model name: classic loop shag bathmat_ri-527 model id: ri-527-i material: cotton width: 19 inch / 50 cm length: 29 inch / 76 cm,0.0
2edcb829fb3f0702615e8d4270235deb,karatcraft klytie gold diamond 18 k ring,"['jewellery', 'rings']",rnge87fcdrs5zfgg,48043.0,31471.0,34.49,"karatcraft klytie gold diamond 18 k ring
                         price: rs. 31,471
				
			diamonds braided in a ring, a fashion icons taste, this hi-end ring design reflects royalty. half eternity ring this classic is only for the special people, that’s you
diamonds braided in a ring, a fashion icons taste, this hi-end ring design reflects royalty. half eternity ring this classic is only for the special people, that’s you",no rating available,karatcraft,"pack of: 1 brand: karatcraft model name: klytie model number: rda0429_jk type: ring color: gold precious/artificial jewellery: precious jewellery ideal for: women, girls collection: designer occasion: everyday, love, wedding and engagement, workwear base material: gold gemstone: diamond setting: na ring size: 14 gold purity: 18 k gold weight: 3.76 metal weight: 3.76 natural/synthetic diamond: natural diamond diamond color: white diamond color grade: jk diamond clarity: si diamond shape: round number of diamonds: 64 diamond weight: 0.48 carat pearl type: na certification: bis hallmark",34.494099036280005
6ff3109cc1de5200d2ab0e06bacde04f,lamere women flats,"['footwear', ""women's footwear"", 'flats']",sndebyhehkfqasjt,1299.0,779.0,40.03,flipkart.com: buy lamere women flats only for rs. 779 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,unbranded,ideal for: women occasion: casual type: flats heel height: 0.1 inch outer material: synthetic color: red,40.03079291762894
f6f28cfa042d7fb564e2a6c62760112c,allure silver amethyst sterling silver ring,"['jewellery', 'rings']",rngecqp4bzz8hyba,3130.0,1899.0,39.33,"allure silver amethyst sterling silver ring
                         price: rs. 1,899
				
			trendy and appealing, this 925 sterling silver ring with amethyst gemstone from allure jewellery pvt. ltd. is a must-have in your collection, this designer ring is made from silver, featuring an eye-catching finish. made in india
trendy and appealing, this 925 sterling silver ring with amethyst gemstone from allure jewellery pvt. ltd. is a must-have in your collection, this designer ring is made from silver, featuring an eye-catching finish. made in india",no rating available,allure,sales package: 1 ring pack of: 1 brand: allure model number: ajr342 type: ring color: purple precious/artificial jewellery: semi precious jewellery ideal for: girls collection: contemporary occasion: everyday base material: silver gemstone: amethyst plating: sterling silver ring size: 14 silver purity: s 925 weight: 2.45 g,39.329073482428115
5a0408649bf1d156cc1b763be5ec8f1f,kiara jewellery sterling silver swarovski crystal yellow gold ring,"['jewellery', 'rings']",rnge3yswfwyyhnca,3178.0,1589.0,50.0,kiara jewellery sterling silver swarovski crystal yellow gold ring - buy kiara jewellery sterling silver swarovski crystal yellow gold ring only for rs. 1589 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,kiara jewellery,"sales package: 1 ring, warranty card pack of: 1 brand: kiara jewellery model number: kir0491 type: ring precious/artificial jewellery: semi precious jewellery ideal for: women, girls collection: contemporary occasion: everyday, wedding and engagement base material: sterling silver gemstone: swarovski crystal finish: glossy plating: yellow gold ring size: 13 silver purity: s 925 silver weight: 2.5 g",50.0
70f4570e942899b2b4def93b67321ff8,curvy q casual butterfly sleeve solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'curvy q tops']",topebf34xn8dbhqp,799.0,445.0,44.31,"curvy q casual butterfly sleeve solid women's top
                         price: rs. 445
				
			breathe life into your seasonal wardrobe when you wear this top from the house of curvy q. made from polyester. designed to perfection, this classy top will look great when clubbed with trousers and black pumps.
breathe life into your seasonal wardrobe when you wear this top from the house of curvy q. made from polyester. designed to perfection, this classy top will look great when clubbed with trousers and black pumps.",no rating available,unbranded,ideal for: women's occasion: casual pattern: solid type: top fabric: need to confirm neck: round neck sleeve: butterfly sleeve belt included: no number of contents in sales package: pack of 1,44.30538172715895
87efad69baba6384d38b13648cf8b4dc,"majori casual, festive, party short sleeve floral print women's top","['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'majori tops']",topec8aqceh5kg2h,850.0,850.0,0.0,"majori casual, festive, party short sleeve floral print women's top
                         price: rs. 850
				
			a floral printed chiffon overlayer is the highlight of this top.
a floral printed chiffon overlayer is the highlight of this top.",no rating available,unbranded,"ideal for: women's occasion: casual, festive, party pattern: floral print type: layered top fabric: poly chiffon neck: v neck sleeve: short sleeve belt included: no number of contents in sales package: pack of 1",0.0
2b37bf60b75fb7ec968d1ab94d35a10c,uptownie lite party short sleeve floral print women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'uptownie lite tops']",topebr5gng9macad,999.0,389.0,61.06,uptownie lite party short sleeve floral print women's top - buy navy blue uptownie lite party short sleeve floral print women's top for only rs. 999 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,sleeve: short sleeve number of contents in sales package: pack of 1 fabric: polyester type: top neck: boat neck pattern: floral print occasion: party ideal for: women's,61.06106106106106
48014597cc7dee0cc7769dbba03fa2b3,zastraa party full sleeve embroidered women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'zastraa tops']",topecae3jjmvyjff,2299.0,1099.0,52.2,zastraa party full sleeve embroidered women's top - buy gold zastraa party full sleeve embroidered women's top for only rs. 2299 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,sleeve: full sleeve number of contents in sales package: pack of 1 fabric: blend type: top neck: round neck pattern: embroidered ideal for: women's occasion: party,52.196607220530666
da4aa693ca4c70eef8e72d67207ffa31,karatcraft musimi gold diamond 18 k ring,"['jewellery', 'rings']",rnge87fcddyz9zhu,23356.0,12183.0,47.84,"karatcraft musimi gold diamond 18 k ring
                         price: rs. 12,183
				
			diamonds wrapped around as a ring, set in a smooth flow signifying your free flowing spirit. this diamond ring is lightweight and vsgh diamonds radiate. pick now
diamonds wrapped around as a ring, set in a smooth flow signifying your free flowing spirit. this diamond ring is lightweight and vsgh diamonds radiate. pick now",no rating available,karatcraft,"pack of: 1 brand: karatcraft model name: musimi model number: rda0369_jk type: ring color: gold precious/artificial jewellery: precious jewellery ideal for: women, girls collection: designer occasion: everyday, love, wedding and engagement, workwear base material: gold gemstone: diamond setting: na ring size: 16 gold purity: 18 k gold weight: 2.06 metal weight: 2.06 natural/synthetic diamond: natural diamond diamond color: white diamond color grade: jk diamond clarity: si diamond shape: round number of diamonds: 29 diamond weight: 0.15 carat pearl type: na certification: bis hallmark",47.83781469429697
092f14804c456576db0b39f32d6ce0f6,posto necktie men's  combo,"['clothing', ""men's clothing"", ""posto men's clothing""]",acbecnezyzgnzzaz,3499.0,1499.0,57.16,posto necktie men's  combo - buy posto necktie men's  combo for only rs. 3499 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: men's primary product size: l style code: brown paisley,57.15918833952558
65e8b8203be48fd6fbd9eb07a419751c,g-luck silver turquoise na k ring,"['jewellery', 'rings']",rngeay8ggpjthdvb,3680.0,3200.0,13.04,g-luck silver turquoise na k ring - buy g-luck silver turquoise na k ring only for rs. 3200 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,g-luck,"pack of: 1 brand: g-luck model number: sltq1104b type: ring color: turquoise precious/artificial jewellery: semi precious jewellery ideal for: women, men collection: designer occasion: everyday, religious base material: silver gemstone: turquoise number of gemstones: 1 plating: na ring size: 18 gold purity: na k silver purity: s 925 silver weight: 3.32 g diamond color grade: na diamond clarity: na pearl type: na natural/synthetic semi-precious stone: natural semi-precious stone shape: oval certification: brand certification",13.043478260869565
cc0dab5ec279a78859467d3ce8fd7cfb,faballey casual short sleeve solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'faballey tops']",tope7zhy4zx6vhyu,900.0,900.0,0.0,faballey casual short sleeve solid women's top - buy white faballey casual short sleeve solid women's top for only rs. 900 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: women's occasion: casual pattern: solid fabric: cotton jersey neck: round neck sleeve: short sleeve number of contents in sales package: pack of 1,0.0
6966c2922f11086e7dcd81fbb582d5cf,faballey casual sleeveless solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'faballey tops']",topedz8bjcguj86t,650.0,650.0,0.0,faballey casual sleeveless solid women's top - buy white faballey casual sleeveless solid women's top for only rs. 650 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: women's occasion: casual pattern: solid type: tank top fabric: poly crepe neck: round neck sleeve: sleeveless number of contents in sales package: pack of 1,0.0
da099eac1f91547619fb01bd6864926e,faballey casual sleeveless printed women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'faballey tops']",topedz8bfnbwqygt,1200.0,1200.0,0.0,faballey casual sleeveless printed women's top - buy white faballey casual sleeveless printed women's top for only rs. 1200 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,sleeve: sleeveless number of contents in sales package: pack of 1 fabric: scuba type: crop top neck: round neck pattern: printed ideal for: women's occasion: casual,0.0
d53950e4de3ad0da88b4ce441691a6d1,the vanca formal sleeveless printed women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'the vanca tops']",topebn32ygu8mz6a,1299.0,909.0,30.02,"the vanca formal sleeveless printed women's top
                         price: rs. 909
				
			printed crepe top with front overlap detail in green color-sleeveless
printed crepe top with front overlap detail in green color-sleeveless",no rating available,unbranded,ideal for: women's occasion: formal pattern: printed type: top fabric: crepe neck: v neck sleeve: sleeveless belt included: no number of contents in sales package: pack of 1,30.023094688221708
56431aa8fe2f4480a1b3dd9265048102,zoysia casual 3/4 sleeve solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'zoysia tops']",topeeyjqkzmh454g,3190.0,1595.0,50.0,"zoysia casual 3/4 sleeve solid women's top
                         price: rs. 1,595
				
			zoysia premium-wear denim top for women. made from authentic denim, using the most advanced precision-cut technology it gives you a feather-soft touch & feel with a perfect fit and all-day long comfort.
zoysia premium-wear denim top for women. made from authentic denim, using the most advanced precision-cut technology it gives you a feather-soft touch & feel with a perfect fit and all-day long comfort.",no rating available,unbranded,ideal for: women's occasion: casual pattern: solid type: top fabric: denim neck: v-neck sleeve: 3/4 sleeve number of contents in sales package: pack of 1,50.0
1e14df21bfa67514770a3768f2832ac2,nell women heels,"['footwear', ""women's footwear"", 'heels']",sndeb9ayhgxzuzpx,1485.0,699.0,52.93,flipkart.com: buy nell women heels only for rs. 699 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,unbranded,occasion: casual ideal for: women type: heels heel height: 3 inch outer material: artificial leather color: brown,52.92929292929293
d97f1c3a785cd4c41b6c15da582f5a74,anaya women heels,"['footwear', ""women's footwear"", 'heels']",snde8h58sdebjcfy,1699.0,699.0,58.86,"anaya women heels
                         price: rs. 699
				
			decent black color sandal for decent women's in three inch heel
decent black color sandal for decent women's in three inch heel",4.8,unbranded,occasion: formal ideal for: women number of contents in sales package: pack of 2 weight: 300 g (per single sandal) - weight of the product may vary depending on size. type: heels heel height: 3 inch outer material: artificial leather color: black,58.85815185403178
e8303b453cace6277914b79775e58e8c,bellafoz women heels,"['footwear', ""women's footwear"", 'heels']",sndee5fm7fekdrkr,999.0,499.0,50.05,"bellafoz women heels
                         price: rs. 499
				
			bellafoz presents a sleek pair of women sandals which is classy in design and comfort to wear. this pair will allow free movement & light weight sole is the best part which gives you strength to walk. look glamorous wearing these heeled sandals.
bellafoz presents a sleek pair of women sandals which is classy in design and comfort to wear. this pair will allow free movement & light weight sole is the best part which gives you strength to walk. look glamorous wearing these heeled sandals.",no rating available,unbranded,ideal for: women occasion: party color: golden type: heels outer material: patent leather sole material: pu closure: small back strap heel height: 3 inch number of contents in sales package: pack of 1 weight: 200 g (per single sandal) - weight of the product may vary depending on size.,50.050050050050054
e340b4150a788654c4d4fbc1e514d03a,klick2style casual sleeveless solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'klick2style tops']",tope5n5acwgnuwby,1599.0,606.0,62.1,klick2style casual sleeveless solid women's top - buy red klick2style casual sleeveless solid women's top for only rs. 1599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: women's occasion: casual pattern: solid fabric: rayon sleeve: sleeveless number of contents in sales package: pack of 1,62.10131332082551
77b5c9232b25d90bd1ee851ff667a122,vastra valley girl's a-line dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'vastra valley dresses']",dreedc7thgyta2jz,850.0,797.0,6.24,vastra valley girl's a-line dress - buy black vastra valley girl's a-line dress for only rs. 850 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: girl's occasion: casual type: a-line fabric: polynet sleeve: sleeveless lining: cotton length: midi/knee length,6.235294117647059
c85ef0adc5746766ba7a5da0a0ffe387,beebay girl's a-line dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'beebay dresses']",dredysnrzgbffvq5,895.0,399.0,55.42,"beebay girl's a-line dress
                         price: rs. 399
				
			we offers this cute sleeveless hound-tooth weave tunic dress with contrast coral piping. crafted from cotton this frock ensures utmost comfort to your princess. this frock is an ideal choice for a fun filled evening.
we offers this cute sleeveless hound-tooth weave tunic dress with contrast coral piping. crafted from cotton this frock ensures utmost comfort to your princess. this frock is an ideal choice for a fun filled evening.",4,unbranded,length: midi/knee length pattern: checkered occasion: casual ideal for: girl's sleeve: sleeveless fabric: 100% cotton type: a-line,55.418994413407816
ca6e35db0f37b9d87bdf8e75d902cdb9,kidzblush girl's a-line dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'kidzblush dresses']",dree9yjhzzhwhau7,899.0,449.0,50.06,"kidzblush girl's a-line dress
                         price: rs. 449
				
			kidzblush brings to you the most stylish and trendy collection of casual wear dresses which will smashingly amaze the look of your angel.
kidzblush brings to you the most stylish and trendy collection of casual wear dresses which will smashingly amaze the look of your angel.",no rating available,unbranded,"length: mini/short pattern: solid occasion: casual ideal for: girl's lining: crepe sleeve: sleeveless number of contents in sales package: pack of 1 belt included: no fabric: georgette, lace net type: a-line neck: round neck other details: na",50.055617352614014
e12b87c11bc91c7a6a830be7b184b520,vastra valley girl's gathered dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'vastra valley dresses']",dreedaawgdyygrm2,700.0,550.0,21.43,vastra valley girl's gathered dress - buy red vastra valley girl's gathered dress for only rs. 700 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,length: midi/knee length occasion: party ideal for: girl's fabric: crape type: gathered,21.428571428571427
4a0a40a76512404ff2a0e10c62e530d7,my little joy casual short sleeve printed girl's top,"['clothing', ""kids' clothing"", 'girls wear', 't-shirts & tops', 'tops', 'my little joy tops']",topeb9qyhqgra5vs,599.0,299.0,50.08,"my little joy casual short sleeve printed girl's top
                         price: rs. 299
				
			my little joy girl`s top which is made from 100% cotton. this girl's top with half sleeves will be an ideal complement. this trendy t-shirt helps you to look to decent appearance. this is a casual wear it can be used in sports and functional purposes…
my little joy girl`s top which is made from 100% cotton. this girl's top with half sleeves will be an ideal complement. this trendy t-shirt helps you to look to decent appearance. this is a casual wear it can be used in sports and functional purposes…",no rating available,unbranded,ideal for: girl's occasion: casual pattern: printed type: top fabric: cotton neck: round neck sleeve: short sleeve number of contents in sales package: pack of 2,50.08347245409015
5c572e1ca891dc7cfe6dd5f59be770c8,my little joy casual short sleeve printed baby girl's top,"['baby care', 'infant wear', ""baby girls' clothes"", 't-shirts & tops', 'tops', 'my little joy tops']",topebkykhz74dt6u,599.0,299.0,50.08,"my little joy casual short sleeve printed baby girl's top - buy red, red my little joy casual short sleeve printed baby girl's top for only rs. 599 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com",no rating available,unbranded,ideal for: baby girl's occasion: casual pattern: printed type: top fabric: cotton neck: round neck sleeve: short sleeve number of contents in sales package: pack of 2,50.08347245409015
db5907cf7031f5a8aaa39c5528f8c5d2,wise guys pouch for lenovo s880,"['mobiles & accessories', 'mobile accessories', 'mobile pouches', 'wise guys mobile pouches']",accef2r7zwedg674,249.0,249.0,0.0,buy wise guys pouch for lenovo s880 only for rs. 249 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,wise guys,brand: wise guys designed for: lenovo s880 color: black shade: black model id: p259 material: artificial leather sales package: 1 pouch,0.0
14a95d5f78d54d9481fc42c715a73046,"bluestone sylvan lattice yellow gold diamond, pearl 18 k ring","['jewellery', 'rings']",rngebqzqgqvjzehc,38992.0,32255.0,17.28,"bluestone sylvan lattice yellow gold diamond, pearl 18 k ring
                         price: rs. 32,255
				
			""any stones (including diamonds) would be verified by either one of the two international gem testing laboratories, i.e. either from sgl or hkd""
""any stones (including diamonds) would be verified by either one of the two international gem testing laboratories, i.e. either from sgl or hkd""",no rating available,bluestone,"pack of: 1 brand: bluestone model name: sylvan lattice model number: 6406_si1_j_18 type: ring color: yellow precious/artificial jewellery: precious jewellery ideal for: women collection: designer occasion: religious base material: yellow gold gemstone: diamond, pearl number of gemstones: 50 ring size: 7 gold purity: 18 k gold color: yellow gold gold weight: 4.179897 natural/synthetic diamond: natural diamond diamond color grade: j diamond clarity: si1 diamond shape: round diamond weight: 0.29800000000000004 carat pearl type: cultured pearl color: white pearl shape: round certification: bis hallmark, sgl, hkd width: 22.3 mm height: 26.37 mm warranty summary: 10 days return policy",17.277903159622486
d0f0ff3de77f0aed4ade3654f74dfb8d,karatcraft duma stackable gold diamond 18 k ring,"['jewellery', 'rings']",rnge88frwwzecggm,13859.0,8222.0,40.67,"karatcraft duma stackable gold diamond 18 k ring
                         price: rs. 8,222
				
			set to look like a solitaire diamond ring, solitana ring is a designer’s marvel. for the connoisseur like you this is a perfect piece of diamond jewellery to flaunt
set to look like a solitaire diamond ring, solitana ring is a designer’s marvel. for the connoisseur like you this is a perfect piece of diamond jewellery to flaunt",no rating available,karatcraft,"pack of: 1 brand: karatcraft model name: duma stackable model number: rda0420_si type: ring color: gold precious/artificial jewellery: precious jewellery ideal for: women, girls collection: designer occasion: everyday, love, wedding and engagement, workwear base material: gold gemstone: diamond number of gemstones: 24 ring size: 12 gold purity: 18 k gold weight: 1.8 metal weight: 1.8 natural/synthetic diamond: natural diamond diamond color grade: gh diamond clarity: si diamond shape: round number of diamonds: 24 diamond weight: 0.06 carat certification: bis hallmark",40.673930298001295
9de6c1211732a409a0b889095077e089,g-luck gomed stone weight - 12.3 carat / 14.47 ratti silver garnet ring,"['jewellery', 'rings']",rngeaxgwct4vvtwr,7820.0,6800.0,13.04,g-luck gomed stone weight - 12.3 carat / 14.47 ratti silver garnet ring - buy g-luck gomed stone weight - 12.3 carat / 14.47 ratti silver garnet ring only for rs. 6800 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,g-luck,"pack of: 1 brand: g-luck model name: gomed stone weight - 12.3 carat / 14.47 ratti model number: 1236n type: ring color: red precious/artificial jewellery: semi precious jewellery ideal for: men collection: designer occasion: everyday, religious base material: silver gemstone: garnet number of gemstones: 1 ring size: 8 silver purity: s 925 silver weight: 8.02 g natural/synthetic semi-precious stone: natural semi-precious stone shape: oval certification: brand certification warranty summary: one year service warranty covered in warranty: manufacturing defect warranty service type: contact kundali jewels.",13.043478260869565
a3e2ae756719757999c26c2a64907203,kundali gold topaz 18 k ring,"['jewellery', 'rings']",rngeay8h29hmf3kr,25185.0,21900.0,13.04,kundali gold topaz 18 k ring - buy kundali gold topaz 18 k ring only for rs. 21900 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,kundali,"pack of: 1 brand: kundali model number: gt-1219n type: ring color: gold precious/artificial jewellery: precious jewellery ideal for: men collection: designer occasion: everyday, religious base material: gold gemstone: topaz number of gemstones: 1 plating: na ring size: 23 gold purity: 18 k gold weight: 2.82 diamond color grade: na diamond clarity: na pearl type: na natural/synthetic semi-precious stone: natural semi-precious stone shape: oval certification: bis hallmark",13.043478260869565
a2fefb95ed6377b2015ac410cabb63b6,miss chase casual sleeveless solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'miss chase tops']",tope8n3af8hq4gya,1399.0,979.0,30.02,"miss chase casual sleeveless solid women's top
                         price: rs. 979
				
			this cobalt blue uneven hem top with lace detailing is super fun and a great piece for the day! style tip: wear white or contrasting coloured bottoms and nude kitten heels to complete this look.
this cobalt blue uneven hem top with lace detailing is super fun and a great piece for the day! style tip: wear white or contrasting coloured bottoms and nude kitten heels to complete this look.",no rating available,unbranded,sleeve: sleeveless number of contents in sales package: pack of 1 fabric: crepe neck: round pattern: solid ideal for: women's occasion: casual,30.021443888491778
384cd67b0911f64b4b5410a4ccb9f8df,nine lions bollywood fashion casual short sleeve solid women's top,"['clothing', ""women's clothing"", 'western wear', 'shirts, tops & tunics', 'tops', 'nine lions bollywood fashion tops']",tope8e8njxhz4s9n,1650.0,550.0,66.67,"nine lions bollywood fashion casual short sleeve solid women's top
                         price: rs. 550
				
			feel extremely comfortable and relaxed with this top from ninelions. this top being specially designed for summers keeps you fresh and stylish all day long! accompany with demins or jeggings and flip flops for a summer-chic look.
feel extremely comfortable and relaxed with this top from ninelions. this top being specially designed for summers keeps you fresh and stylish all day long! accompany with demins or jeggings and flip flops for a summer-chic look.",no rating available,unbranded,ideal for: women's occasion: casual pattern: solid fabric: cotton neck: round sleeve: short sleeve number of contents in sales package: pack of 1,66.66666666666666
f1f26d670aa214df255aadd7d7c831af,bluestone the ciara for her yellow gold diamond 18 k ring,"['jewellery', 'rings']",rngea9zwqcb2zufs,20438.0,20438.0,0.0,bluestone the ciara for her yellow gold diamond 18 k ring - buy bluestone the ciara for her yellow gold diamond 18 k ring only for rs. 20438 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,no rating available,bluestone,"pack of: 1 brand: bluestone model name: the ciara for her model number: 1066_dig6 type: ring color: yellow precious/artificial jewellery: precious jewellery ideal for: women collection: fusion occasion: wedding and engagement base material: yellow gold gemstone: diamond ring size: 10 gold purity: 18 k natural/synthetic diamond: natural diamond diamond color grade: ij diamond clarity: si diamond shape: round certification: bis hallmark, sgl, hkd warranty summary: 10 days return policy",0.0
6edd4af203b1aa9c3983025e31d5ddca,wrangler men's casual shirt,"['clothing', ""men's clothing"", 'shirts', 'casual & party wear shirts', 'wrangler casual & party wear shirts']",shte4qsv9uy462qx,1795.0,1795.0,0.0,wrangler men's casual shirt - buy white wrangler men's casual shirt for only rs. 1795 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,ideal for: men's occasion: casual style code: wrsh5644white,0.0
00b0c9faa1618cd7751f65f017f93ce8,sequences girl's a-line dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'sequences dresses']",dreebusfmeyeyt2w,1350.0,749.0,44.52,sequences girl's a-line dress - buy white sequences girl's a-line dress for only rs. 1350 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,no rating available,unbranded,length: midi/knee length pattern: printed ideal for: girl's occasion: party sleeve: sleeveless number of contents in sales package: pack of 1 fabric: cotton type: a-line neck: round neck,44.51851851851852
f81db1f76e3bcfe9f33a10f4c12610d6,for kids girl's a-line dress,"['clothing', ""kids' clothing"", 'girls wear', 'dresses & skirts', 'dresses', 'for kids dresses']",dree4df4ad9zzhex,5999.0,2999.0,50.01,"for kids girl's a-line dress
                         price: rs. 2,999
				
			let your little princess be the trendsetter this season when she flaunts this trendy white colored ethnic gown from the house of for kids. creatively designed, this flared gown will give her great comfort all day long. this gown is made from supreme quality net with solid inner lining.special features : net lehenga with attached dupatta with zardosi and heavy diamond work. model details : this model is of height of 4.2ft and she is wearing gown of size 28.
let your little princess be the trendsetter this season when she flaunts this trendy white colored ethnic gown from the house of for kids. creatively designed, this flared gown will give her great comfort all day long. this gown is made from supreme quality net with solid inner lining.special features : net lehenga with attached dupatta with zardosi and heavy diamond work. model details : this model is of height of 4.2ft and she is wearing gown of size 28.",no rating available,unbranded,"length: maxi/full length, 46 inch pattern: self design ideal for: girl's occasion: party sleeve: full sleeve number of contents in sales package: pack of 1 fabric: net type: a-line style: indian style gown neck: round neck",50.00833472245374
